ID	sample_1	sample_2	sample_3
ENSGMOG00000000607	9	5	8
ENSGMOG00000000608	10552	12255	17294
ENSGMOG00000000609	4027	5157	6478
ENSGMOG00000000610	546	722	892
ENSGMOG00000000611	0	7	1
ENSGMOG00000000612	5316	6068	8486
ENSGMOG00000000613	8	18	15
ENSGMOG00000000614	1486	1708	2627
ENSGMOG00000000615	2702	2074	5054
ENSGMOG00000000616	66	58	98
ENSGMOG00000000617	1132	1286	1778
ENSGMOG00000000618	11	15	18
ENSGMOG00000000619	734	769	1366
ENSGMOG00000000620	54	37	64
ENSGMOG00000000621	102	66	137
ENSGMOG00000000622	434	503	699
ENSGMOG00000000623	9162	11716	14265
ENSGMOG00000000624	6588	9060	11610
ENSGMOG00000000625	194	234	314
ENSGMOG00000000626	1864	2871	3540
ENSGMOG00000000627	908	1130	1334
ENSGMOG00000000628	111	127	191
ENSGMOG00000000629	0	3	4
ENSGMOG00000000630	43	87	127
ENSGMOG00000000631	456	665	823
ENSGMOG00000000632	221	212	423
ENSGMOG00000000633	16	24	37
ENSGMOG00000000634	31	29	50
ENSGMOG00000000635	714	810	996
ENSGMOG00000000636	1	0	0
ENSGMOG00000000637	7956	9863	12400
ENSGMOG00000000638	410	566	712
ENSGMOG00000000639	129	114	151
ENSGMOG00000000640	0	0	0
ENSGMOG00000000641	321	471	595
ENSGMOG00000000642	1419	1996	2449
ENSGMOG00000000643	458	453	709
ENSGMOG00000000644	3930	5168	6613
ENSGMOG00000000645	12	2	24
ENSGMOG00000000646	337	326	416
ENSGMOG00000000647	160	231	326
ENSGMOG00000000648	1153	1563	2038
ENSGMOG00000000649	1251	1477	2271
ENSGMOG00000000650	321	259	504
ENSGMOG00000000651	3	4	6
ENSGMOG00000000652	1988	2248	3243
ENSGMOG00000000653	483	513	782
ENSGMOG00000000654	235	274	413
ENSGMOG00000000655	2	0	0
ENSGMOG00000000656	646	629	940
ENSGMOG00000000657	10	20	12
ENSGMOG00000000658	1323	1224	1926
ENSGMOG00000000659	1541	2113	2594
ENSGMOG00000000660	1677	1898	2594
ENSGMOG00000000661	175	286	180
ENSGMOG00000000662	499	505	716
ENSGMOG00000000663	1637	1904	2663
ENSGMOG00000000664	7930	9715	12929
ENSGMOG00000000665	13	21	54
ENSGMOG00000000666	2485	2343	4134
ENSGMOG00000000667	2	6	0
ENSGMOG00000000668	26	38	68
ENSGMOG00000000669	247	316	419
ENSGMOG00000000670	2931	3444	4338
ENSGMOG00000000671	59	74	114
ENSGMOG00000000672	178	127	179
ENSGMOG00000000673	1235	1087	1962
ENSGMOG00000000674	35	45	70
ENSGMOG00000000675	7386	10522	12564
ENSGMOG00000000676	87	38	112
ENSGMOG00000000677	20	21	16
ENSGMOG00000000678	80	102	137
ENSGMOG00000000679	6	7	8
ENSGMOG00000000680	197	179	232
ENSGMOG00000000681	225	352	462
ENSGMOG00000000682	2965	2961	4679
ENSGMOG00000000683	26	22	44
ENSGMOG00000000684	152	184	216
ENSGMOG00000000685	591	514	972
ENSGMOG00000000686	0	0	2
ENSGMOG00000000687	782	887	1192
ENSGMOG00000000688	4646	4877	7755
ENSGMOG00000000689	338	465	544
ENSGMOG00000000690	177	242	285
ENSGMOG00000000691	258	294	477
ENSGMOG00000000692	50	44	80
ENSGMOG00000000693	549	635	864
ENSGMOG00000000694	210	217	329
ENSGMOG00000000695	226	200	410
ENSGMOG00000000696	1	0	3
ENSGMOG00000000697	19	14	21
ENSGMOG00000000698	3	7	11
ENSGMOG00000000699	1214	1669	2012
ENSGMOG00000000700	5	5	2
ENSGMOG00000000701	554	602	938
ENSGMOG00000000702	113	109	150
ENSGMOG00000000703	33	22	49
ENSGMOG00000000704	12	12	31
ENSGMOG00000000705	4531	6716	7837
ENSGMOG00000000706	1650	1954	2648
ENSGMOG00000000707	86	168	203
ENSGMOG00000000708	63	53	83
ENSGMOG00000000709	19	21	26
ENSGMOG00000000710	1600	1866	2897
ENSGMOG00000000711	115	151	262
ENSGMOG00000000712	105	83	128
ENSGMOG00000000713	636	708	1274
ENSGMOG00000000714	0	3	2
ENSGMOG00000000715	1051	963	1731
ENSGMOG00000000716	63	88	132
ENSGMOG00000000717	982	1068	1740
ENSGMOG00000000718	11427	14207	18461
ENSGMOG00000000719	2756	3104	4647
ENSGMOG00000000720	7	9	16
ENSGMOG00000000721	125	98	183
ENSGMOG00000000722	102	112	139
ENSGMOG00000000723	57	95	135
ENSGMOG00000000724	2145	3090	3550
ENSGMOG00000000725	693	786	1287
ENSGMOG00000000726	62	48	92
